date,projected,deaths,deathsPerMillion,deathIncrease,deathIncreasePerMillion,positive,positivePerMillion,positiveIncrease,positiveIncreasePerMillion
20200613,false,889,299,8,3,19348,6501,257,86
20200614,false,891,299,2,1,19516,6557,168,56
20200615,false,895,301,4,1,19799,6653,283,95
20200616,false,915,307,20,7,20152,6771,353,119
20200617,false,938,315,23,8,20641,6935,489,164
20200618,false,938,315,0,0,20641,6935,0,0
20200619,false,938,315,0,0,20641,6935,0,0
20200620,false,938,315,0,0,20641,6935,0,0
20200621,false,938,315,0,0,20641,6935,0,0
20200622,false,978,329,40,13,22287,7489,1646,553
20200623,false,989,332,11,4,22898,7694,611,205
20200624,false,1011,340,22,7,23424,7871,526,177
20200625,false,1016,341,5,2,24516,8237,1092,367
20200626,false,1022,343,6,2,25066,8422,550,185
20200627,false,1035,348,13,4,25531,8579,465,156
20200628,false,1039,349,4,1,25892,8700,361,121
20200629,false,1059,356,20,7,26567,8927,675,227
20200630,false,1073,361,14,5,27247,9155,680,228
20200701,false,1082,364,9,3,27900,9375,653,219
20200702,false,1092,367,10,3,28770,9667,870,292
20200703,false,1092,367,0,0,28770,9667,0,0
20200704,false,1107,372,15,5,30674,10307,1904,640
20200705,false,1111,373,4,1,30900,10383,226,76
20200706,false,1114,374,3,1,31257,10502,357,120
20200707,false,1158,389,44,15,32214,10824,957,322
20200708,false,1188,399,30,10,32888,11051,674,226
20200709,false,1204,405,16,5,33591,11287,703,236
20200710,false,1215,408,11,4,34622,11633,1031,346
20200711,false,1230,413,15,5,35419,11901,797,268
20200712,false,1249,420,19,6,36287,12193,868,292
20200713,false,1250,420,1,0,36680,12325,393,132
20200714,false,1272,427,22,7,37542,12614,862,290
20200715,false,1290,433,18,6,38567,12959,1025,344
20200716,false,1308,439,18,6,39797,13372,1230,413
20200717,false,1332,448,24,8,40829,13719,1032,347
20200718,false,1346,452,14,5,41846,14060,1017,342
20200719,false,1355,455,9,3,42638,14327,792,266
20200720,false,1358,456,3,1,43889,14747,1251,420
20200721,false,1389,467,31,10,45524,15296,1635,549
20200722,false,1423,478,34,11,47071,15816,1547,520
20200723,false,1436,483,13,4,48053,16146,982,330
20200724,false,1463,492,27,9,49663,16687,1610,541
20200725,false,1480,497,17,6,51097,17169,1434,482
20200726,false,1495,502,15,5,52304,17574,1207,406
20200727,false,1501,504,6,2,52957,17794,653,219
20200728,false,1543,518,42,14,54299,18245,1342,451
20200729,false,1563,525,20,7,55804,18750,1505,506
20200730,false,1611,541,48,16,57579,19347,1775,596
20200731,false,1663,559,52,17,58747,19739,1168,392
20200801,false,1693,569,30,10,59881,20120,1134,381
20200802,false,1703,572,10,3,60553,20346,672,226
20200803,false,1711,575,8,3,61125,20538,572,192
20200804,false,1753,589,42,14,62199,20899,1074,361
20200805,false,1804,606,51,17,63444,21317,1245,418
20200806,false,1825,613,21,7,64400,21639,956,321
20200807,false,1848,621,23,8,65436,21987,1036,348
20200808,false,1874,630,26,9,66646,22393,1210,407
20200809,false,1896,637,22,7,67173,22570,527,177
20200810,false,1912,642,16,5,67649,22730,476,160
20200811,false,1944,653,32,11,68293,22947,644,216
20200812,false,1989,668,45,15,69374,23310,1081,363
20200813,false,2011,676,22,7,69986,23516,612,206
20200814,false,2043,686,32,11,70930,23833,944,317
20200815,false,2080,699,37,12,71755,24110,825,277
20200816,false,2084,700,4,1,72136,24238,381,128
20200817,false,2095,704,11,4,72412,24331,276,93
20200818,false,2128,715,33,11,73207,24598,795,267
20200819,false,2163,727,35,12,74555,25051,1348,453
20200820,false,2190,736,27,9,75449,25351,894,300
20200821,false,2214,744,24,8,76323,25645,874,294
20200822,false,2237,752,23,8,77268,25962,945,318
20200823,false,2240,753,3,1,77894,26173,626,210
20200824,false,2248,755,8,3,78405,26344,511,172
20200825,false,2315,778,67,23,79206,26614,801,269
20200826,false,2373,797,58,19,80110,26917,904,304
20200827,false,2399,806,26,9,80695,27114,585,197
20200828,false,2413,811,14,5,81294,27315,599,201
20200829,false,2427,815,14,5,82029,27562,735,247
20200830,false,2441,820,14,5,82676,27780,647,217
20200831,false,2473,831,32,11,82950,27872,274,92
20200901,false,2493,838,20,7,83584,28085,634,213
20200902,false,2526,849,33,11,84365,28347,781,262
20200903,false,2536,852,10,3,85116,28599,751,252
20200904,false,2558,859,22,7,85939,28876,823,277
20200905,false,2569,863,11,4,86478,29057,539,181
20200906,false,2584,868,15,5,86888,29195,410,138
20200907,false,2585,869,1,0,87130,29276,242,81
20200908,false,2585,869,0,0,87379,29360,249,84
20200909,false,2623,881,38,13,87805,29503,426,143
20200910,false,2656,892,33,11,88322,29677,517,174
20200911,false,2670,897,14,5,89175,29963,853,287
20200912,false,2685,902,15,5,89620,30113,445,150
20200913,false,2697,906,12,4,89874,30198,254,85
20200914,false,2706,909,9,3,90018,30246,144,48
20200915,false,2734,919,28,9,90523,30416,505,170
20200916,false,2756,926,22,7,91234,30655,711,239
20200917,false,2780,934,24,8,91935,30891,701,236
20200918,false,2780,934,0,0,91935,30891,0,0
20200919,false,2809,944,29,10,93087,31278,1152,387
20200920,false,2810,944,1,0,93364,31371,277,93
20200921,false,2810,944,0,0,93556,31435,192,65
20200922,false,2846,956,36,12,94021,31591,465,156
20200923,false,2870,964,24,8,94573,31777,552,185
20200924,false,2874,966,4,1,95310,32025,737,248
20200925,false,2894,972,20,7,96032,32267,722,243
20200926,false,2911,978,17,6,96677,32484,645,217
20200927,false,2919,981,8,3,96859,32545,182,61
20200928,false,2921,981,2,1,97049,32609,190,64
20200929,false,2957,994,36,12,97638,32807,589,198
20200930,false,2969,998,12,4,98190,32992,552,185
20201001,false,2979,1001,10,3,98886,33226,696,234
20201002,false,2999,1008,20,7,99558,33452,672,226
20201003,false,3011,1012,12,4,100167,33657,609,205
20201004,false,3013,1012,2,1,100488,33764,321,108
20201005,false,3013,1012,0,0,100703,33837,215,72
20201006,false,3013,1012,0,0,100703,33837,0,0
20201007,false,3051,1025,38,13,102241,34353,1538,517
20201008,false,3074,1033,23,8,102819,34548,578,194
20201009,false,3080,1035,6,2,103681,34837,862,290
20201010,false,3096,1040,16,5,104638,35159,957,322
20201011,false,3101,1042,5,2,104932,35258,294,99
20201012,false,3101,1042,0,0,105228,35357,296,99
20201013,false,3115,1047,14,5,105941,35597,713,240
20201014,false,3140,1055,25,8,106817,35891,876,294
20201015,false,3152,1059,12,4,108139,36335,1322,444
20201016,false,3160,1062,8,3,109255,36710,1116,375
20201017,false,3171,1065,11,4,110006,36963,751,252
20201018,false,3171,1065,0,0,110006,36963,0,0
20201019,false,3171,1065,0,0,110592,37159,586,197
20201020,false,3202,1076,31,10,111322,37405,730,245
20201021,false,3223,1083,21,7,112123,37674,801,269
20201022,false,3231,1086,8,3,113081,37996,958,322
20201023,false,3238,1088,7,2,113876,38263,795,267
20201024,false,3255,1094,17,6,115088,38670,1212,407
20201025,false,3255,1094,0,0,115088,38670,0,0
20201026,false,3263,1096,8,3,115763,38897,675,227
20201027,false,3283,1103,20,7,116617,39184,854,287
20201028,false,3302,1109,19,6,117617,39520,1000,336
20201029,false,3310,1112,8,3,118587,39846,970,326
20201030,false,3328,1118,18,6,119336,40097,749,252
20201031,false,3334,1120,6,2,120160,40374,824,277
20201101,false,3348,1125,14,5,120500,40489,340,114
20201102,false,3348,1125,0,0,120865,40611,365,123
20201103,false,3384,1137,36,12,121509,40828,644,216
20201104,false,3397,1141,13,4,122275,41085,766,257
20201105,false,3405,1144,8,3,123887,41627,1612,542
20201106,false,3419,1149,14,5,124854,41952,967,325
20201107,false,3433,1154,14,5,125885,42298,1031,346
20201108,false,3443,1157,10,3,126689,42568,804,270
20201109,false,3443,1157,0,0,127205,42741,516,173
20201110,false,3480,1169,37,12,128138,43055,933,313
20201111,true,3517,1182,37,12,129106,43380,968,325
20201112,true,3554,1194,37,12,130112,43718,1005,338
20201113,true,3590,1206,37,12,131155,44069,1043,351
20201114,true,3627,1219,37,12,132238,44433,1083,364
20201115,true,3663,1231,36,12,133362,44810,1124,378
20201116,true,3700,1243,36,12,134529,45203,1167,392
20201117,true,3736,1255,36,12,135741,45610,1211,407
20201118,true,3772,1268,36,12,136998,46032,1257,422
20201119,true,3808,1280,36,12,138303,46470,1305,439
20201120,true,3844,1292,36,12,139658,46926,1355,455
20201121,true,3880,1304,36,12,141064,47398,1406,472
20201122,true,3916,1316,36,12,142523,47889,1460,490
20201123,true,3952,1328,36,12,144038,48398,1515,509
20201124,true,3987,1340,36,12,145611,48926,1573,528
20201125,true,4023,1352,35,12,147243,49474,1632,548
20201126,true,4058,1364,35,12,148938,50044,1694,569
20201127,true,4094,1375,35,12,150696,50635,1759,591
20201128,true,4129,1387,35,12,152522,51248,1826,613
20201129,true,4164,1399,35,12,154417,51885,1895,637
20201130,true,4199,1411,35,12,156384,52546,1967,661
20201201,true,4234,1423,35,12,158425,53232,2042,686
